author,idn,place,recipient,year,location,point,lat,lon
"Steinberg, ...",993621716,Berlin,"Heilbut, Iwan",1958-1958,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Stiebler, Rosemarie",99362345X,Berlin,"Heilbut, Iwan",1960-1970,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Bluhm, Walter",993773265,Berlin,"Heilbut, Iwan",1957-1957,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Bruer, Ursula",994252005,Berlin,"Heilbut, Iwan",1964-1964,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Engesser, Klaus",994252919,Berlin,"Heilbut, Iwan",1965-1965,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",994344554,"München , Berlin-Grunewald","Carsch, Walter",1953-1957,,,,
"Heilbut, Iwan",994368070,Marseille,"Cohn, ...",1940-1940,"Marseille, Provence-Alpes-Côte d'Azur, France","(43.29695, 5.38107, 0.0)",43.29695,5.38107
"Heilbut, Iwan",994910819,Marseille,"Frank, Elisabeth",1940-1948,"Marseille, Provence-Alpes-Côte d'Azur, France","(43.29695, 5.38107, 0.0)",43.29695,5.38107
"Heilbut, Iwan",994918712,Marseille,"Fry, Varian",1940-1945,"Marseille, Provence-Alpes-Côte d'Azur, France","(43.29695, 5.38107, 0.0)",43.29695,5.38107
"Heilbut, Iwan",997237198,Marseille,"Kleiber, Otto",1940-1957,"Marseille, Provence-Alpes-Côte d'Azur, France","(43.29695, 5.38107, 0.0)",43.29695,5.38107
"Werfel, Franz",999953672,Marseille,"Heilbut, Iwan",1940-1940,"Marseille, Provence-Alpes-Côte d'Azur, France","(43.29695, 5.38107, 0.0)",43.29695,5.38107
"Fry, Varian",994917783,Marseille,"Heilbut, Iwan",1940-1942,"Marseille, Provence-Alpes-Côte d'Azur, France","(43.29695, 5.38107, 0.0)",43.29695,5.38107
"Fry, Varian",99435018X,Marseille,"Heilbut, Iwan",1940-1941,"Marseille, Provence-Alpes-Côte d'Azur, France","(43.29695, 5.38107, 0.0)",43.29695,5.38107
"Heilbut, Iwan",994370334,"[New York, NY]","Cohn, Ruth C.",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Halpert, Inge D.",995925488,"[New York, NY]","Heilbut, Iwan",1950-1950,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Döblin, Peter",996077332,"[New York, NY]","Heilbut, Iwan",1970-1970,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",994466110,Stuttgart,"Henning, Otto",1950-1950,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Heilbut, Iwan",994914512,Stuttgart,"Friedheim, ...",1950-1950,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Heilbut, Iwan",995873909,Stuttgart,"Grupp, Friedrich",1950-1950,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Heilbut, Iwan",995900590,Stuttgart,"Gumpert, Martin",1950-1950,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Heilbut, Iwan",997237449,Stuttgart,"Franke, Hans",1950-1962,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Heilbut, Iwan",997267739,Stuttgart,"Schuchard, Gottlieb C. L.",1950-1950,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Heilbut, Iwan",99674858X,Stuttgart,"Laubenthal, Michaela",1950-1950,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Köster, Helmut",997954930,Stuttgart,"Heilbut, Iwan",1951-1951,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Müller, G.",998308072,Stuttgart,"Heilbut, Iwan",1950-1950,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Schwab, Curt E.",998593052,Stuttgart,"Heilbut, Iwan",1950-1950,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Heilbut, Iwan",993483690,Stuttgart,"Behrens, Robert",1950-1950,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Eberle, Josef",999314637,Stuttgart,"Heilbut, Iwan",1950-1970,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Schwedhelm, Karl",999317768,Stuttgart,"Heilbut, Iwan",1949-1963,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Voigt, Rainer",999529730,Stuttgart,"Heilbut, Iwan",1955-1955,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Walter, Helmut",999637584,Stuttgart,"Heilbut, Iwan",1949-1950,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Kasack, Hermann",996604944,Stuttgart,"Heilbut, Iwan",1951-1951,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Krawielicki, Robert",996675825,Stuttgart,"Heilbut, Iwan",1948-1948,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Pechel, Rudolf",994466013,Stuttgart,"Heilbut, Iwan",1958-1958,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Böse, Georg",994466404,Stuttgart,"Heilbut, Iwan",1952-1952,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Behrens, Robert",993481035,Stuttgart,"Heilbut, Iwan",1950-1950,"Stuttgart, Baden-Württemberg, Germany","(48.78232, 9.17702, 0.0)",48.78232,9.17702
"Heilbut, Iwan",994685858,Teilw. Entwurf,"Ehrenberg, Hanny",1968-1969,,,,
"Heilbut, Iwan",99476992X,Berlin-Grunewald u.a.,"Elsberg, Heinz",1958-1970,,,,
"Heilbut, Iwan",998745537,Berlin-Grunewald u.a.,"Meyer, James",1956-1958,,,,
"Heilbut, Iwan",999469274,Berlin-Grunewald u.a.,"Hopkins, Arthur H.",1959-1966,,,,
"Heilbut, Iwan",996996788,Berlin-Grunewald u.a.,"Marni-Kahans, Bella",1957-1962,,,,
"Heilbut, Iwan",993401449,Berlin-Grunewald u.a.,"Szypula, Rudolf",1959-1960,,,,
"Heilbut, Iwan",100072994X,Toulouse,"Oprecht, Emmie",1940-1970,"Toulouse, Occitanie, France","(43.60426, 1.44367, 0.0)",43.60426,1.44367
"Heilbut, Iwan",997701285,Toulouse,"Newman, Randolph Henry",1940-1962,"Toulouse, Occitanie, France","(43.60426, 1.44367, 0.0)",43.60426,1.44367
"Soulé, S.",998815888,Toulouse,"Heilbut, Iwan",1944-1944,"Toulouse, Occitanie, France","(43.60426, 1.44367, 0.0)",43.60426,1.44367
"Heilbut, Iwan",995037906,Paris,"Gaetke, Eleonore",1963-1963,"Paris, Île-de-France, France","(48.85341, 2.3488, 0.0)",48.85341,2.3488
"Heilbut, Iwan",99619312X,Paris,"Heilbut, Charlotte",1940-1940,"Paris, Île-de-France, France","(48.85341, 2.3488, 0.0)",48.85341,2.3488
"Heilbut, Iwan",1000892824,Paris,Verschiedene,1960-1968,"Paris, Île-de-France, France","(48.85341, 2.3488, 0.0)",48.85341,2.3488
"Heilbut, Charlotte",1000546136,Paris,"Meyer, Werner",1936-1936,"Paris, Île-de-France, France","(48.85341, 2.3488, 0.0)",48.85341,2.3488
"Salomon, W.",998389536,Paris,"Heilbut, Iwan",1947-1947,"Paris, Île-de-France, France","(48.85341, 2.3488, 0.0)",48.85341,2.3488
"Scheiner, Hedwig",998395218,Paris,"Heilbut, Iwan",1944-1969,"Paris, Île-de-France, France","(48.85341, 2.3488, 0.0)",48.85341,2.3488
"Fraenkel, Ernest",994875614,Paris,"Heilbut, Iwan",1963-1963,"Paris, Île-de-France, France","(48.85341, 2.3488, 0.0)",48.85341,2.3488
"Giraudoux, Jean-Pierre",995855862,Paris,"Heilbut, Iwan",1957-1957,"Paris, Île-de-France, France","(48.85341, 2.3488, 0.0)",48.85341,2.3488
"Heilbut, Charlotte",996014691,Paris,"Heilbut, Iwan",1940-1940,"Paris, Île-de-France, France","(48.85341, 2.3488, 0.0)",48.85341,2.3488
"Izomie, Simone",99650687X,Paris,"Heilbut, Charlotte",1940-1940,"Paris, Île-de-France, France","(48.85341, 2.3488, 0.0)",48.85341,2.3488
"Lebegott, E.",996748725,Paris,"Heilbut, Iwan",1945-1945,"Paris, Île-de-France, France","(48.85341, 2.3488, 0.0)",48.85341,2.3488
"Döblin, Alfred",994636040,Paris,"Heilbut, Iwan",1948-1948,"Paris, Île-de-France, France","(48.85341, 2.3488, 0.0)",48.85341,2.3488
"Auger, Mathilde",993501222,Paris,"Heilbut, Charlotte",1940-1940,"Paris, Île-de-France, France","(48.85341, 2.3488, 0.0)",48.85341,2.3488
"Heilbut, Iwan",995854114,Jerusalem,"Gianolini, A.",1965-1965,"West Jerusalem, Jerusalem, Israel","(31.78199, 35.21961, 0.0)",31.78199,35.21961
"Heilbut, Iwan",997089148,Jerusalem,"Meiershofer, Edel",1965-1965,"West Jerusalem, Jerusalem, Israel","(31.78199, 35.21961, 0.0)",31.78199,35.21961
"Heilbut, Iwan",997983175,Jerusalem,"Pollak, Anneliese",1965-1965,"West Jerusalem, Jerusalem, Israel","(31.78199, 35.21961, 0.0)",31.78199,35.21961
"Heilbut, Iwan",996747583,Jerusalem,"Kormes, ...",1965-1965,"West Jerusalem, Jerusalem, Israel","(31.78199, 35.21961, 0.0)",31.78199,35.21961
"Wulff, Nellie",1000085155,Jerusalem,"Heilbut, Iwan",1965-1965,"West Jerusalem, Jerusalem, Israel","(31.78199, 35.21961, 0.0)",31.78199,35.21961
"Hessing, Jakob",996231358,Jerusalem,"Heilbut, Iwan",1967-1967,"West Jerusalem, Jerusalem, Israel","(31.78199, 35.21961, 0.0)",31.78199,35.21961
"Pinto, M.",99652939X,Jerusalem,"Heilbut, Iwan",1965-1965,"West Jerusalem, Jerusalem, Israel","(31.78199, 35.21961, 0.0)",31.78199,35.21961
"Heilbut, Iwan",996193588,Stuttart,"Heilbut, Francis",1950-1960,,,,
"Heilbut, Iwan",996231382,Zürich,"Hessing, Jakob",1967-1967,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Heilbut, Iwan",999478699,Zürich,"Vahsen, Arnold",1967-1967,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Heilbut, Iwan",1000082830,Zürich,"Wolffheim, Elsbeth",1967-1970,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Jedlitschka, Hans",998008109,Zürich,"Heilbut, Iwan",1970-1970,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Ragaz, Christine",998103772,Zürich,"Heilbut, Iwan",1940-1940,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Schaffner, Emil A.",998394394,Zürich,"Heilbut, Iwan",1950-1950,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Schumacher, Hans",99859007X,Zürich,"Heilbut, Iwan",1948-1948,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Landau, Edwin Maria",998591106,Zürich,"Heilbut, Iwan",1964-1964,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Zuckmayer, Carl",1000883434,Zürich,"Heilbut, Iwan",1967-1967,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Heilbut, Iwan",994633009,Zürich,"Wiesenthal, Simon",1967-1967,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Jaeckle, Erwin",999320866,Zürich,"Heilbut, Iwan",1967-1967,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Wiese, Ursula von",999507869,Zürich,"Heilbut, Iwan",1960-1960,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Hinzelmann, Elsa Margot",99626244X,Zürich,"Heilbut, Iwan",1941-1941,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Picard, E.",996668489,Zürich,"Heilbut, Iwan",1947-1947,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Lernet-Holenia, Alexander",996808817,Zürich,"Heilbut, Iwan",1948-1948,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Wischer, Erika",994634471,Zürich,"Heilbut, Iwan",1970-1970,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Ehrismann, Albert",994686447,Zürich,"Heilbut, Iwan",1948-1948,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Oprecht, Emil",1000724719,Zürich,"Heilbut, Iwan",1940-1970,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Hägeli, Adolf",99486745X,Zürich,"Heilbut, Iwan",1970-1970,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Berlowitz, Klara",993734162,Zürich,"Heilbut, Iwan",1940-1941,"Zurich, Zurich, Switzerland","(47.36667, 8.55, 0.0)",47.36667,8.55
"Eckert, Brita",1002687691,Frankfurt am Main,"Heilbut, Francis",1995-1997,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Wiegand, Wilfried",1000509591,Frankfurt am Main,"Heilbut, Francis",1972-1972,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Hirsch, Rudolf",998385824,Frankfurt am Main,"Heilbut, Iwan",1960-1960,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Weinmann, Fritz Siegfried",999935259,Frankfurt am Main,"Heilbut, Iwan",1963-1965,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Vogt, Hans Joachim",999237616,Frankfurt am Main,"Heilbut, Iwan",1966-1966,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Suhrkamp, Peter",999320750,Frankfurt am Main,"Heilbut, Iwan",1951-1954,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Riemerschmidt, Ulrich",999437569,Frankfurt am Main,"Heilbut, Iwan",1959-1959,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Guggenheimer, Walter Maria",999507443,Frankfurt am Main,"Heilbut, Iwan",1951-1951,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Korn, Karl",994912269,Frankfurt am Main,"Heilbut, Iwan",1954-1954,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Gerold, Karl",99491251X,Frankfurt am Main,"Heilbut, Iwan",1961-1961,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Hirsch, Rudolf",996428674,Frankfurt am Main,"Heilbut, Iwan",1964-1964,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Isolani, Gertrud",996506551,Frankfurt am Main,"Heilbut, Iwan",1957-1957,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Joachim, Eve",996597042,Frankfurt am Main,"Heilbut, Iwan",1950-1950,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Kaschnitz, Marie Luise",996607943,Frankfurt am Main,"Heilbut, Iwan",1948-1948,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Carsch, Friedel",994344430,Frankfurt am Main,"Heilbut, Iwan",1953-1957,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Berthold, Werner",994451873,Frankfurt am Main,"Heilbut, Iwan",1970-1970,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Heinrichs, Eva-Bianca",994474474,Frankfurt am Main,"Heilbut, Iwan",1951-1953,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Riepl, Hans",994791577,Frankfurt am Main,"Heilbut, Iwan",1960-1961,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Gollhardt, Heinz",998385999,Frankfurt am Main,"Heilbut, Iwan",1967-1967,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Tuch, Hans N.",993392504,Frankfurt am Main,"Heilbut, Iwan",1951-1966,"Frankfurt am Main, Hesse, Germany","(50.11552, 8.68417, 0.0)",50.11552,8.68417
"Heilbut, Iwan",99877183X,Berlin u.a.,"Gasper, Dieter",1955-1970,"Berlin, New Jersey, United States","(39.79123, -74.92905, 0.0)",39.79123,-74.92905
"Heilbut, Iwan",999497529,Berlin u.a.,"Schulz, Günter",1960-1962,"Berlin, New Jersey, United States","(39.79123, -74.92905, 0.0)",39.79123,-74.92905
"Heilbut, Iwan",99838660X,Berlin u.a.,"Hirsch, Rudolf",1960-1967,"Berlin, New Jersey, United States","(39.79123, -74.92905, 0.0)",39.79123,-74.92905
"Krumm, Paul Albert",996723714,Berlin u.a.,"Heilbut, Iwan",1959-1960,"Berlin, New Jersey, United States","(39.79123, -74.92905, 0.0)",39.79123,-74.92905
"Pagel, Karl",994341555,Berlin u.a.,"Heilbut, Iwan",1949-1952,"Berlin, New Jersey, United States","(39.79123, -74.92905, 0.0)",39.79123,-74.92905
"Siemer, Heinrich",994456875,Berlin u.a.,"Heilbut, Iwan",1947-1966,"Berlin, New Jersey, United States","(39.79123, -74.92905, 0.0)",39.79123,-74.92905
"Alexander, R. T.",994480571,Berlin u.a.,"Heilbut, Iwan",1948-1948,"Berlin, New Jersey, United States","(39.79123, -74.92905, 0.0)",39.79123,-74.92905
"Fernau, Rudolf",994861338,Berlin u.a.,"Heilbut, Iwan",1952-1966,"Berlin, New Jersey, United States","(39.79123, -74.92905, 0.0)",39.79123,-74.92905
"Heilbut, Iwan",99877264X,Lissabon,"Senné, Camille",1940-1940,"Lisbon, Lisbon, Portugal","(38.71667, -9.13333, 0.0)",38.71667,-9.13333
"Heilbut, Iwan",999351400,Lissabon,"Thompson, Dorothy",1940-1940,"Lisbon, Lisbon, Portugal","(38.71667, -9.13333, 0.0)",38.71667,-9.13333
"Heilbut, Iwan",999953168,Lissabon,"Schumacher, Karl von",1940-1940,"Lisbon, Lisbon, Portugal","(38.71667, -9.13333, 0.0)",38.71667,-9.13333
"Heilbut, Iwan",99798709X,Lissabon,"Pollak, Anneliese",1940-1940,"Lisbon, Lisbon, Portugal","(38.71667, -9.13333, 0.0)",38.71667,-9.13333
"Heilbut, Iwan",998104833,Lissabon,"Ragaz, Christine",1940-1944,"Lisbon, Lisbon, Portugal","(38.71667, -9.13333, 0.0)",38.71667,-9.13333
"Heilbut, Iwan",996741313,Lissabon,"Landau, Ida",1940-1940,"Lisbon, Lisbon, Portugal","(38.71667, -9.13333, 0.0)",38.71667,-9.13333
"Heilbut, Iwan",996981233,Lissabon,"Maass, Ilse",1940-1940,"Lisbon, Lisbon, Portugal","(38.71667, -9.13333, 0.0)",38.71667,-9.13333
Unbekannt,1000274152,Lissabon,"Heilbut, Iwan",1941-1967,"Lisbon, Lisbon, Portugal","(38.71667, -9.13333, 0.0)",38.71667,-9.13333
"Heilbut, Iwan",99299909X,Lissabon,"Adler, Jenny",1940-1940,"Lisbon, Lisbon, Portugal","(38.71667, -9.13333, 0.0)",38.71667,-9.13333
"Heilbut, Iwan",993384536,Lissabon,"Altmann, Manfred",1940-1940,"Lisbon, Lisbon, Portugal","(38.71667, -9.13333, 0.0)",38.71667,-9.13333
"Heilbut, Iwan",993524877,Lissabon,"Auger, Mathilde",1940-1944,"Lisbon, Lisbon, Portugal","(38.71667, -9.13333, 0.0)",38.71667,-9.13333
"Heilbut, Iwan",999314858,Stuttgart u.a.,"Eberle, Josef",1950-1970,,,,
"Heilbut, Iwan",999320890,Berlin (West) u.a.,"Silex, Karl",1960-1960,,,,
"Heilbut, Iwan",999345559,Geretsried,"Tesche, Gusti",1964-1964,"Geretsried, Bavaria, Germany","(47.85775, 11.48054, 0.0)",47.85775,11.48054
"Heilbut, Iwan",999674536,Landshut,"Weber, Willibald",1953-1953,"Landshut, Bavaria, Germany","(48.52961, 12.16179, 0.0)",48.52961,12.16179
"Blumenthal, Siegfried",1000497178,Berlin-Halensee,"Heilbut, Charlotte",1955-1955,"Halensee, Berlin, Germany","(52.49401, 13.27999, 0.0)",52.49401,13.27999
"Stercken, Hans",1000497534,Bonn,"Heilbut, Francis",1980-1980,"Cologne Bonn Airport, North Rhine-Westphalia, Germany","(50.87894, 7.12292, 0.0)",50.87894,7.12292
"Weidle, Stefan",1002488621,Bonn,"Heilbut, Francis",1999-1999,"Cologne Bonn Airport, North Rhine-Westphalia, Germany","(50.87894, 7.12292, 0.0)",50.87894,7.12292
"Heilbut, Iwan",997740361,Bonn,"Kippenberg, F.",1971-1972,"Cologne Bonn Airport, North Rhine-Westphalia, Germany","(50.87894, 7.12292, 0.0)",50.87894,7.12292
"Kippenberg, F.",997740205,Bonn,"Heilbut, Iwan",1972-1972,"Cologne Bonn Airport, North Rhine-Westphalia, Germany","(50.87894, 7.12292, 0.0)",50.87894,7.12292
"Stercken, Hans",994333714,Bonn,"Heilbut, Iwan",1972-1972,"Cologne Bonn Airport, North Rhine-Westphalia, Germany","(50.87894, 7.12292, 0.0)",50.87894,7.12292
"Carsch, Friedel",1000504824,"Los Angeles, Calif. u.a.","Heilbut, Charlotte",1951-1961,"U.S. Bank Tower, California, United States","(34.0507, -118.254, 0.0)",34.0507,-118.254
"Bassermann, Albert",993588476,"Los Angeles, Calif. u.a.","Heilbut, Iwan",1942-1944,"U.S. Bank Tower, California, United States","(34.0507, -118.254, 0.0)",34.0507,-118.254
"Danzoll, Charles Graves",1000508307,"Jersey City, NJ","Heilbut, Charlotte",1961-1961,"Jersey City, New Jersey, United States","(40.72816, -74.07764, 0.0)",40.72816,-74.07764
"Heilbut, Francis",1000574717,Den Haag,"Heilbut, Charlotte",1963-1967,"The Hague, South Holland, Netherlands","(52.07667, 4.29861, 0.0)",52.07667,4.29861
"Hermoni, Šelômît",1000578917,Tel Aviv,"Heilbut, Charlotte",1961-1961,"Tel Aviv, Tel Aviv, Israel","(32.08088, 34.78057, 0.0)",32.08088,34.78057
"Meiershofer, Edel",997088842,Tel Aviv,"Heilbut, Iwan",1965-1965,"Tel Aviv, Tel Aviv, Israel","(32.08088, 34.78057, 0.0)",32.08088,34.78057
"Hermoni, Šelômît",996218882,Tel Aviv,"Heilbut, Iwan",1960-1967,"Tel Aviv, Tel Aviv, Israel","(32.08088, 34.78057, 0.0)",32.08088,34.78057
"Ehrenberg, Hanny",99468245X,Tel Aviv,"Heilbut, Iwan",1968-1971,"Tel Aviv, Tel Aviv, Israel","(32.08088, 34.78057, 0.0)",32.08088,34.78057
"Holman, Hella Maria",1000579530,"Springfield, Ill.","Heilbut, Francis",1996-1996,,,,
"Kisch, Bruno",1000592073,"Brooklyn, NY","Heilbut, Charlotte",1966-1966,"Brooklyn, New York, United States","(40.6501, -73.94958, 0.0)",40.6501,-73.94958
"Reissner, Albert",1000694542,"Brooklyn, NY","Heilbut, Charlotte",1960-1960,"Brooklyn, New York, United States","(40.6501, -73.94958, 0.0)",40.6501,-73.94958
"Rebo, Fred",99810857X,"Brooklyn, NY","Heilbut, Iwan",1950-1950,"Brooklyn, New York, United States","(40.6501, -73.94958, 0.0)",40.6501,-73.94958
"Treuenfels, Peter",999433717,"Brooklyn, NY","Heilbut, Iwan",1946-1946,"Brooklyn, New York, United States","(40.6501, -73.94958, 0.0)",40.6501,-73.94958
"Undset, Sigrid",999439685,"Brooklyn, NY","Heilbut, Iwan",1943-1943,"Brooklyn, New York, United States","(40.6501, -73.94958, 0.0)",40.6501,-73.94958
"Lazarus, Harold",1000592170,"Hempstead, NY","Heilbut, Charlotte",1958-1958,"Hempstead, New York, United States","(40.70621, -73.61874, 0.0)",40.70621,-73.61874
"Leip, Hans",1000613348,Hamburg-Blankenese u.a.,"Liedke, Herbert R.",1947-1948,,,,
"Leip, Hans",100066595X,Hamburg-Blankenese,"Perleberg, Gilbert",1947-1947,"Blankenese, Hamburg, Germany","(53.55698, 9.8059, 0.0)",53.55698,9.8059
"Liedke, Herbert R.",1000666174,"West Englewood, NJ","Leip, Hans",1947-1948,"West Englewood, New Jersey, United States","(40.90204, -74.00319, 0.0)",40.90204,-74.00319
"Meyer, Elisabeth",1000673510,"Miami, Fla.","Heilbut, Charlotte",1951-1953,,,,
